"akatia__Auto_Merge__c","Billing_Name__c","akatia__Commodity_Group_Code__c","akatia__SubGroup_Code__c","akatia__Description__c","akatia__DNGenerate_Putaway__c","akatia__Serial_Mgt__c","Name","akatia__Item__c"
"false","iPhone 13 mini 128GB Pink","Asset","Apple-iPhone","iPhone 13 mini 128GB Pink","false","true","iP13mini128P","194252785638"
"false","iPhone 13 mini 128GB Red","Asset","Apple-iPhone","iPhone 13 mini 128GB Red","false","true","iP13mini128R","194252785645"
"false","iPhone 13 mini 128GB Starlight","Asset","Apple-iPhone","iPhone 13 mini 128GB Starlight","false","true","iP13mini128S","194252785621"
"false","iPhone 13 mini 256GB Blue","Asset","Apple-iPhone","iPhone 13 mini 256GB Blue","false","true","iP13mini256B","194252785706"
"false","iPhone 13 mini 256GB Green","Asset","Apple-iPhone","iPhone 13 mini 256GB Green","false","true","iP13mini256G","194253121343"
"false","iPhone 13 mini 256GB Midnight","Asset","Apple-iPhone","iPhone 13 mini 256GB Midnight","false","true","iP13mini256M","194252785669"
"false","iPhone 13 mini 256GB Pink","Asset","Apple-iPhone","iPhone 13 mini 256GB Pink","false","true","iP13mini256P","194252785683"
"false","iPhone 13 mini 256GB Red","Asset","Apple-iPhone","iPhone 13 mini 256GB Red","false","true","iP13mini256R","194252785690"
"false","iPhone 13 mini 256GB Starlight","Asset","Apple-iPhone","iPhone 13 mini 256GB Starlight","false","true","iP13mini256S","194252785676"
"false","iPhone 13 mini 512GB Blue","Asset","Apple-iPhone","iPhone 13 mini 512GB Blue","false","true","iP13mini512B","194252785751"
"false","iPhone 13 mini 512GB Green","Asset","Apple-iPhone","iPhone 13 mini 512GB Green","false","true","iP13mini512G","194253121633"
"false","iPhone 13 mini 512GB Midnight","Asset","Apple-iPhone","iPhone 13 mini 512GB Midnight","false","true","iP13mini512M","194252785713"
"false","iPhone 13 mini 512GB Pink","Asset","Apple-iPhone","iPhone 13 mini 512GB Pink","false","true","iP13mini512P","194252785737"
"false","iPhone 13 mini 512GB Red","Asset","Apple-iPhone","iPhone 13 mini 512GB Red","false","true","iP13mini512R","194252785744"
"false","iPhone 13 mini 512GB Starlight","Asset","Apple-iPhone","iPhone 13 mini 512GB Starlight","false","true","iP13mini512S","194252785720"
"true","Screen Protector","Item","Accessory","iPhone 13 Mini Screen Protector","false","false","iP13MiniSP","1234567899"
"false","iPhone 13 PRO 128GB Graphite","Asset","Apple-iPhone","iPhone 13 PRO 128GB Graphite","false","true","iP13Pro128G","194252714096"
"false","iPhone 13 Pro Max 128GB Graphite","Asset","Apple-iPhone","iPhone 13 Pro Max 128GB Graphite","false","true","iP13ProMax128G","194252697412"
"false","iPhone 13 Pro Max 128GB Green","Asset","Apple-iPhone","iPhone 13 Pro Max 128GB Green","false","true","iP13PM128GBG","122233445555"
"true","Screen Protector","Item","Accessory","iPhone 13/14 Screen Protector","false","false","iP13/14SP","1234567899"
"false","iPhone 14 128GB Blue","Asset","Apple-iPhone","iPhone 14 128GB Blue","false","true","iP14128B","194253409397"
"false","iPhone 14 128GB Midnight","Asset","Apple-iPhone","iPhone 14 128GB Midnight","false","true","iP14128M","194253407980"
"false","iPhone 14 128GB Purple","Asset","Apple-iPhone","iPhone 14 128GB Purple","false","true","iP14128P","194253408734"
"false","iPhone 14 128GB Red","Asset","Apple-iPhone","iPhone 14 128GB Red","false","true","iP14128R","194253409069"
"false","iPhone 14 128GB Starlight","Asset","Apple-iPhone","iPhone 14 128GB Starlight","false","true","iP14128S","194253408406"
"false","iPhone 14 256GB Blue","Asset","Apple-iPhone","iPhone 14 256GB Blue","false","true","iP14256B","194253411048"
"false","iPhone 14 256GB Midnight","Asset","Apple-iPhone","iPhone 14 256GB Midnight","false","true","iP14256M","194253409724"
"false","iPhone 14 256GB Purple","Asset","Apple-iPhone","iPhone 14 256GB Purple","false","true","iP14256P","194253410386"
"false","iPhone 14 256GB Red","Asset","Apple-iPhone","iPhone 14 256GB Red","false","true","iP14256R","194253410713"
"false","iPhone 14 256GB Starlight","Asset","Apple-iPhone","iPhone 14 256GB Starlight","false","true","iP14256S","194253410058"
"false","iPhone 14 512GB Blue","Asset","Apple-iPhone","iPhone 14 512GB Blue","false","true","iP14512B","194253412694"
"false","iPhone 14 512GB Midnight","Asset","Apple-iPhone","iPhone 14 512GB Midnight","false","true","iP14512M","194253411376"
"false","iPhone 14 512GB Purple","Asset","Apple-iPhone","iPhone 14 512GB Purple","false","true","iP14512P","194253412038"
"false","iPhone 14 512GB Red","Asset","Apple-iPhone","iPhone 14 512GB Red","false","true","iP14512R","194253412366"
"false","iPhone 14 512GB Starlight","Asset","Apple-iPhone","iPhone 14 512GB Starlight","false","true","iP14512S","194253411703"
"false","iPhone 14 Plus 128GB Blue","Asset","Apple-iPhone","iPhone 14 Plus 128GB Blue","false","true","iP14Plus128B","194253374213"
"false","iPhone 14 Plus 128GB Midnight","Asset","Apple-iPhone","iPhone 14 Plus 128GB Midnight","false","true","iP14Plus128M","194253373292"
"false","iPhone 14 Plus 128GB Purple","Asset","Apple-iPhone","iPhone 14 Plus 128GB Purple","false","true","iP14Plus128P","194253373759"
"false","iPhone 14 Plus 128GB Red","Asset","Apple-iPhone","iPhone 14 Plus 128GB Red","false","true","iP14Plus128R","194253373988"
"false","iPhone 14 Plus 128GB Starlight","Asset","Apple-iPhone","iPhone 14 Plus 128GB Starlight","false","true","iP14Plus128S","194253373520"
"false","iPhone 14 Plus 256GB Blue","Asset","Apple-iPhone","iPhone 14 Plus 256GB Blue","false","true","iP14Plus256B","194253375364"
"false","iPhone 14 Plus 256GB Midnight","Asset","Apple-iPhone","iPhone 14 Plus 256GB Midnight","false","true","iP14Plus256M","194253374442"
"false","iPhone 14 Plus 256GB Purple","Asset","Apple-iPhone","iPhone 14 Plus 256GB Purple","false","true","iP14Plus256P","194253374909"
"false","iPhone 14 Plus 256GB Red","Asset","Apple-iPhone","iPhone 14 Plus 256GB Red","false","true","iP14Plus256R","194253375135"
"false","iPhone 14 Plus 256GB Starlight","Asset","Apple-iPhone","iPhone 14 Plus 256GB Starlight","false","true","iP14Plus256S","194253374671"
"false","iPhone 14 Plus 512GB Blue","Asset","Apple-iPhone","iPhone 14 Plus 512GB Blue","false","true","iP14Plus512B","194253376514"
"false","iPhone 14 Plus 512GB Midnight","Asset","Apple-iPhone","iPhone 14 Plus 512GB Midnight","false","true","iP14Plus512M","194253375593"
"false","iPhone 14 Plus 512GB Purple","Asset","Apple-iPhone","iPhone 14 Plus 512GB Purple","false","true","iP14Plus512P","194253376057"
"false","iPhone 14 Plus 512GB Red","Asset","Apple-iPhone","iPhone 14 Plus 512GB Red","false","true","iP14Plus512R","194253376286"
"false","iPhone 14 Plus 512GB Starlight","Asset","Apple-iPhone","iPhone 14 Plus 512GB Starlight","false","true","iP14Plus512S","194253375821"
"false","iPhone 14 Pro 128GB Deep Purple","Asset","Apple-iPhone","iPhone 14 Pro 128GB Deep Purple","false","true","iP14Pro128DP","194253401988"
"false","iPhone 14 Pro 128GB Gold","Asset","Apple-iPhone","iPhone 14 Pro 128GB Gold","false","true","iP14Pro128G","194253401650"
"false","iPhone 14 Pro 128GB Silver","Asset","Apple-iPhone","iPhone 14 Pro 128GB Silver","false","true","iP14Pro128S","194253401322"
"false","iPhone 14 Pro 128GB Space Black","Asset","Apple-iPhone","iPhone 14 Pro 128GB Space Black","false","true","iP14Pro128SB","194253400998"
